Date,Channel,Keyword,Message Text,Link
"2022-10-22 08:29:43","PHLNews","shell","Pague turns back Tugade in PCA Open  https://mb.com.ph/2022/10/22/pague-turns-back-tugade-in-pca-open/?utm_source=rss&utm_medium=rss&utm_campaign=pague-turns-back-tugade-in-pca-open","https://t.me/PHLNews/150265"
"2022-10-21 06:58:55","PHLNews","shell","PCA Open unwraps Saturday  https://mb.com.ph/2022/10/21/pca-open-unwraps-saturday/?utm_source=rss&utm_medium=rss&utm_campaign=pca-open-unwraps-saturday","https://t.me/PHLNews/150180"
"2022-10-08 10:26:37","PHLNews","shell","DLSU, PUP make it to Shell Eco-marathon’s Asian leg  https://mb.com.ph/2022/10/08/dlsu-pup-make-it-to-shell-eco-marathons-asian-leg/?utm_source=rss&utm_medium=rss&utm_campaign=dlsu-pup-make-it-to-shell-eco-marathons-asian-leg","https://t.me/PHLNews/148739"
"2022-10-05 14:07:28","PHLNews","shell","Pinoys shoulder 34%-44.7% of hospital expenses, says PhilHealth  https://www.gmanetwork.com/news/topstories/nation/847100/pinoys-shoulder-34-44-7-of-hospital-expenses-says-philhealth/story/","https://t.me/PHLNews/148432"
"2022-09-22 03:36:04","PHLNews","shell","2 elderly siblings electrocuted in Samar  https://mb.com.ph/2022/09/22/2-elderly-siblings-electrocuted-in-samar/?utm_source=rss&utm_medium=rss&utm_campaign=2-elderly-siblings-electrocuted-in-samar","https://t.me/PHLNews/146823"
"2022-09-09 22:10:31","PHLNews","shell","Shell LiveWIRE mentors to SMEs: Build partnerships to strengthen your brand  https://mb.com.ph/2022/09/10/shell-livewire-mentors-to-smes-build-partnerships-to-strengthen-your-brand/?utm_source=rss&utm_medium=rss&utm_campaign=shell-livewire-mentors-to-smes-build-partnerships-to-strengthen-your-brand","https://t.me/PHLNews/145527"
"2022-09-06 04:55:16","PHLNews","shell","Shelling forces Ukraine nuclear plant off grid as Zelensky warns of ‘disaster’  https://mb.com.ph/2022/09/06/shelling-forces-ukraine-nuclear-plant-off-grid-as-zelensky-warns-of-disaster/?utm_source=rss&utm_medium=rss&utm_campaign=shelling-forces-ukraine-nuclear-plant-off-grid-as-zelensky-warns-of-disaster","https://t.me/PHLNews/145069"
"2022-08-10 02:22:36","PHLNews","shell","PSFI celebrates 40th anniversary with lives transformed by Access to Energy program￼  https://mb.com.ph/2022/08/10/psfi-celebrates-40th-anniversary-with-lives-transformed-by-access-to-energy-program%EF%BF%BC/?utm_source=rss&utm_medium=rss&utm_campaign=psfi-celebrates-40th-anniversary-with-lives-transformed-by-access-to-energy-program%25ef%25bf%25bc","https://t.me/PHLNews/142069"
"2022-08-09 08:20:54","PHLNews","shell","Lotilla directs PNOC-EC to address ‘infirmities’ in Malampaya stake sale  https://mb.com.ph/2022/08/09/lotilla-directs-pnoc-ec-to-address-infirmities-in-malampaya-stake-sale/?utm_source=rss&utm_medium=rss&utm_campaign=lotilla-directs-pnoc-ec-to-address-infirmities-in-malampaya-stake-sale","https://t.me/PHLNews/141982"
"2022-07-18 14:58:08","PHLNews","shell","Choreographer who lost job in pandemic turns to decorative coconut shell pots-making  https://mb.com.ph/2022/07/18/choreographer-who-lost-job-in-pandemic-turns-to-decorative-coconut-shell-pots-making/?utm_source=rss&utm_medium=rss&utm_campaign=choreographer-who-lost-job-in-pandemic-turns-to-decorative-coconut-shell-pots-making","https://t.me/PHLNews/139616"
"2022-07-08 10:28:54","PHLNews","shell","Shell expands mobility offers to include EV charging stations, carbon offset program  https://mb.com.ph/2022/07/08/shell-expands-mobility-offers-to-include-ev-charging-stations-carbon-offset-program/?utm_source=rss&utm_medium=rss&utm_campaign=shell-expands-mobility-offers-to-include-ev-charging-stations-carbon-offset-program","https://t.me/PHLNews/138592"
"2022-07-07 02:34:11","PHLNews","shell","GCash launches special vouchers in the GlobeOne app  https://mb.com.ph/2022/07/07/gcash-launches-special-vouchers-in-the-globeone-app/?utm_source=rss&utm_medium=rss&utm_campaign=gcash-launches-special-vouchers-in-the-globeone-app","https://t.me/PHLNews/138385"
"2022-06-28 02:01:01","PHLNews","shell","Shell, PAL welcome you back to travel & vacations  https://mb.com.ph/2022/06/28/shell-pal-welcome-you-back-to-travel-vacations/?utm_source=rss&utm_medium=rss&utm_campaign=shell-pal-welcome-you-back-to-travel-vacations","https://t.me/PHLNews/137439"
"2022-06-19 13:56:40","PHLNews","shell","Bongbong's fondness for Sara shines through: 'She'll do a great job'  https://mb.com.ph/2022/06/19/shell-do-a-great-job-affectionate-bongbong-says-of-sara/?utm_source=rss&utm_medium=rss&utm_campaign=shell-do-a-great-job-affectionate-bongbong-says-of-sara","https://t.me/PHLNews/136596"
"2022-05-21 07:47:30","PHLNews","shell","Arcilla smothers Lazaro, captures Fr. Suarez crown  https://mb.com.ph/2022/05/21/arcilla-smothers-lazaro-captures-fr-suarez-crown/?utm_source=rss&utm_medium=rss&utm_campaign=arcilla-smothers-lazaro-captures-fr-suarez-crown","https://t.me/PHLNews/133950"
"2022-05-12 07:41:48","PHLNews","shell","Pilipinas Shell empowers Filipinos to sustain community-led initiatives  https://mb.com.ph/2022/05/12/pilipinas-shell-empowers-filipinos-to-sustain-community-led-initiatives/?utm_source=rss&utm_medium=rss&utm_campaign=pilipinas-shell-empowers-filipinos-to-sustain-community-led-initiatives","https://t.me/PHLNews/133014"
"2022-05-06 08:35:45","PHLNews","shell","Pilipinas Shell sets realignment of capex rollout  https://mb.com.ph/2022/05/06/pilipinas-shell-sets-realignment-of-capex-rollout/?utm_source=rss&utm_medium=rss&utm_campaign=pilipinas-shell-sets-realignment-of-capex-rollout","https://t.me/PHLNews/132323"
"2022-04-28 09:46:58","PHLNews","shell","KID NO MORE! Lianne Valentin on coming out of her shell  https://mb.com.ph/2022/04/28/kid-no-more-lianne-valentin-on-coming-out-of-her-shell/?utm_source=rss&utm_medium=rss&utm_campaign=kid-no-more-lianne-valentin-on-coming-out-of-her-shell","https://t.me/PHLNews/131445"
"2025-12-12 18:36:26","PHLNews","typhoon","DepEd's disaster preparedness to get boost in 2026 budget  https://www.gmanetwork.com/news/topstories/nation/969403/deped-s-disaster-preparedness-to-get-boost-in-2026-budget/story/","https://t.me/PHLNews/199640"
"2025-12-11 04:01:24","PHLNews","typhoon","Shell sued in UK over 2021 Philippine Typhoon Odette -- NGOs  https://www.gmanetwork.com/news/topstories/nation/969181/shell-sued-in-uk-over-2021-philippine-typhoon-odette-ngos/story/","https://t.me/PHLNews/199582"
"2025-11-27 12:42:37","PHLNews","typhoon","'Verbena' leaves PAR  https://www.philstar.com/weather/2025/11/27/2490280/verbena-leaves-par","https://t.me/PHLNews/199122"
"2025-11-22 08:59:50","PHLNews","typhoon","DOH: Dengue cases went down to 14K cases in October before typhoons  https://www.gmanetwork.com/news/topstories/nation/967023/doh-dengue-cases-went-down-to-14k-cases-in-october-before-typhoons/story/","https://t.me/PHLNews/198943"
"2025-11-20 06:21:32","PHLNews","typhoon","NIA chief Guillen dared to resign over 'defects' on repaired irrigation projects  https://www.gmanetwork.com/news/topstories/nation/966810/nia-chief-guillen-dared-to-resign-over-defects-on-repaired-irrigation-projects/story/","https://t.me/PHLNews/198872"
"2025-11-17 22:50:46","PHLNews","typhoon","DILG readies raps vs local execs who defied travel ban   https://newsinfo.inquirer.net/2142023/dilg-readies-raps-vs-local-execs-who-defied-travel-ban","https://t.me/PHLNews/198776"
"2025-11-17 11:58:53","PHLNews","typhoon","ICI inspects Cebu flood control projects  https://www.gmanetwork.com/news/topstories/nation/966423/ici-inspects-cebu-flood-control-projects/story/","https://t.me/PHLNews/198758"
"2025-11-17 08:51:01","PHLNews","typhoon","269 dead, 523 injured due to Typhoon Tino -- OCD  https://www.gmanetwork.com/news/topstories/nation/966407/269-dead-523-injured-due-to-typhoon-tino-ocd/story/","https://t.me/PHLNews/198748"
"2025-11-16 16:52:20","PHLNews","typhoon","DSWD hails man with disability who died while saving others during Tino wrath  https://www.gmanetwork.com/news/topstories/nation/966343/dswd-hails-man-with-disability-who-died-while-saving-others-during-tino-wrath/story/","https://t.me/PHLNews/198730"
"2025-11-15 18:48:44","PHLNews","typhoon","Leviste gives ‘P6 billion’ to typhoon victims; US gives $1.5 million  https://www.philstar.com/headlines/2025/11/16/2487592/leviste-gives-p6-billion-typhoon-victims-us-gives-15-million","https://t.me/PHLNews/198701"
"2025-11-15 07:30:15","PHLNews","typhoon","US adds $1.5M in PH disaster assistance after Uwan's wrath  https://www.gmanetwork.com/news/topstories/nation/966230/us-adds-1-5m-in-ph-disaster-assistance-after-uwan-s-wrath/story/","https://t.me/PHLNews/198694"
"2025-11-15 03:22:11","PHLNews","typhoon","EU releases over P85 million for typhoon relief as Philippines reels from devastation  https://www.philstar.com/headlines/2025/11/15/2487418/eu-releases-over-p85-million-typhoon-relief-philippines-reels-devastation","https://t.me/PHLNews/198689"
"2025-11-14 07:17:57","PHLNews","typhoon","US deploys troops, assets to Philippines after consecutive typhoons  https://www.philstar.com/headlines/2025/11/14/2487209/us-deploys-troops-assets-philippines-after-consecutive-typhoons","https://t.me/PHLNews/198648"
"2025-11-13 18:18:50","PHLNews","typhoon","House authorized London trip during Tino– Frasco  https://www.philstar.com/headlines/2025/11/14/2487105/house-authorized-london-trip-during-tino-frasco","https://t.me/PHLNews/198630"
"2025-11-13 13:25:16","PHLNews","typhoon","Leviste""s foundation donates P6 billion share sales to poor students, typhoon victims  https://www.gmanetwork.com/news/topstories/nation/966033/leviste-s-foundation-donates-p6-billion-share-sales-to-poor-students-typhoon-victims/story/","https://t.me/PHLNews/198620"
"2025-11-13 13:22:16","PHLNews","typhoon","US military sends disaster relief support to PH after recent typhoons  https://www.gmanetwork.com/news/topstories/nation/966030/us-military-sends-disaster-relief-support-to-ph-after-recent-typhoons/story/","https://t.me/PHLNews/198617"
"2025-11-13 00:19:42","PHLNews","typhoon","VP Sara extends sympathies to flood victims: 'They feel as if the government failed them""   https://www.gmanetwork.com/news/topstories/nation/965903/vp-sara-extends-sympathies-to-flood-victims-they-feel-as-if-the-government-failed-them/story/","https://t.me/PHLNews/198593"
"2025-11-13 00:19:40","PHLNews","typhoon","DSWD prioritizing emergency cash aid for Uwan victims with damaged homes  https://www.gmanetwork.com/news/topstories/nation/965906/dswd-prioritizing-emergency-cash-aid-for-uwan-victims-with-damaged-homes/story/","https://t.me/PHLNews/198592"
"2025-11-12 23:38:13","PHLNews","typhoon","‘Forced work’? Millions depend on BPOs, rain or shine, says group    https://newsinfo.inquirer.net/2139127/forced-work-millions-depend-on-bpos-rain-or-shine-says-group","https://t.me/PHLNews/198587"
"2025-11-12 19:39:18","PHLNews","typhoon","DepEd releases P661.1 million for school repairs after Uwan  https://www.philstar.com/headlines/2025/11/13/2486859/deped-releases-p6611-million-school-repairs-after-uwan","https://t.me/PHLNews/198582"
"2025-11-12 14:32:50","PHLNews","typhoon","House urges swift gov't aid to typhoon-hit communities  https://www.gmanetwork.com/news/topstories/nation/965869/house-urges-swift-government-aid-delivery-to-typhoon-hit-communities/story/","https://t.me/PHLNews/198574"
"2025-11-12 14:29:44","PHLNews","typhoon","Uwan damages almost 3K schools, displaces over 900K learners  https://www.gmanetwork.com/news/topstories/nation/965853/uwan-damages-almost-3k-schools-displaces-over-900k-learners/story/","https://t.me/PHLNews/198570"
"2025-11-12 05:18:26","PHLNews","typhoon","DILG: 24 local officials under probe over foreign trips amid Uwan  https://www.gmanetwork.com/news/topstories/nation/965787/dilg-24-local-officials-under-probe-over-foreign-trips-amid-uwan/story/","https://t.me/PHLNews/198564"
"2025-11-12 00:36:55","PHLNews","typhoon","UN lauds Philippines preparedness as it warns of worse typhoon risks  https://www.philstar.com/climate-and-environment/2025/11/12/2486556/un-lauds-philippines-preparedness-it-warns-worse-typhoon-risks","https://t.me/PHLNews/198558"
"2025-11-11 22:56:37","PHLNews","typhoon","Cebu officials who left PH amid Typhoon Tino face complaint  https://newsinfo.inquirer.net/2138369/cebu-officials-who-left-ph-amid-tino-face-complaint","https://t.me/PHLNews/198557"
"2025-11-11 19:33:15","PHLNews","typhoon","DSWD chief: Relief, recovery for Uwan-hit Catanduanes to continue  https://www.gmanetwork.com/news/topstories/nation/965764/dswd-chief-relief-recovery-for-uwan-hit-catanduanes-to-continue/story/","https://t.me/PHLNews/198553"
"2025-11-11 16:51:33","PHLNews","typhoon","King Charles sends sympathy to Pinoys after calamities  https://www.philstar.com/headlines/2025/11/12/2486594/king-charles-sends-sympathy-pinoys-after-calamities","https://t.me/PHLNews/198550"
"2025-11-11 16:49:12","PHLNews","typhoon","Marcos: Don’t just chill during calamities  https://www.philstar.com/headlines/2025/11/12/2486590/marcos-dont-just-chill-during-calamities","https://t.me/PHLNews/198548"
"2025-11-11 16:01:07","PHLNews","typhoon","China to give $2.4-M relief aid to PH after deadly typhoons  https://www.gmanetwork.com/news/topstories/nation/965742/china-to-give-2-4-m-relief-aid-to-ph-after-deadly-typhoons/story/","https://t.me/PHLNews/198547"
"2025-11-11 16:00:06","PHLNews","typhoon","Uwan death toll now at 25 -- OCD  https://www.gmanetwork.com/news/topstories/nation/965737/uwan-death-toll-now-at-25-ocd/story/","https://t.me/PHLNews/198546"
"2025-11-11 10:26:45","PHLNews","typhoon","King Charles expresses sympathy to typhoon, earthquake victims in Philippines  https://www.philstar.com/headlines/2025/11/11/2486445/king-charles-expresses-sympathy-typhoon-earthquake-victims-philippines","https://t.me/PHLNews/198537"
"2025-11-11 07:00:49","PHLNews","typhoon","Marcos satisfied with PH preemptive measures for Uwan  https://www.gmanetwork.com/news/topstories/nation/965670/marcos-satisfied-with-ph-preemptive-measures-for-uwan/story/","https://t.me/PHLNews/198532"
"2025-11-11 04:40:02","PHLNews","typhoon","Tino death toll rises to 232, missing now 112 --OCD  https://www.gmanetwork.com/news/topstories/nation/965635/tino-death-toll-rises-to-232-missing-now-112-ocd/story/","https://t.me/PHLNews/198525"
"2025-11-11 04:39:02","PHLNews","typhoon","Uwan death toll now 6 --NDRRMC  https://www.gmanetwork.com/news/topstories/nation/965631/uwan-death-toll-now-6-ndrrmc/story/","https://t.me/PHLNews/198524"
"2025-11-11 04:38:02","PHLNews","typhoon","LIVE UPDATES: Typhoon Uwan (Fung-Wong), Nov. 11, 2025  https://www.gmanetwork.com/news/topstories/nation/965630/live-updates-typhoon-uwan-fung-wong-nov-11-2025/story/","https://t.me/PHLNews/198523"
"2025-11-11 04:37:01","PHLNews","typhoon","Labor group calls for post-flood checks of affected workplaces  https://www.gmanetwork.com/news/topstories/nation/965626/labor-group-calls-for-post-flood-checks-of-affected-workplaces/story/","https://t.me/PHLNews/198522"
"2025-11-11 04:34:02","PHLNews","typhoon","DSWD: P6.4M in initial relief aid given to Uwan victims  https://www.gmanetwork.com/news/topstories/nation/965616/dswd-p6-4m-in-initial-relief-aid-given-to-uwan-victims/story/","https://t.me/PHLNews/198519"
"2025-11-11 04:32:02","PHLNews","typhoon","DILG to check local officials' absence amid Super Typhoon Uwan onslaught  https://www.gmanetwork.com/news/topstories/nation/965599/dilg-officials-uwan-emergency/story/","https://t.me/PHLNews/198517"
"2025-11-10 22:39:50","PHLNews","typhoon","Thousands stranded but no travel casualties  https://newsinfo.inquirer.net/2137756/thousands-stranded-but-no-travel-casualties","https://t.me/PHLNews/198512"
"2025-11-10 18:03:46","PHLNews","typhoon","Uwan cripples PNR bridge in Albay  https://www.philstar.com/headlines/2025/11/11/2486289/uwan-cripples-pnr-bridge-albay","https://t.me/PHLNews/198509"
"2025-11-10 12:02:32","PHLNews","typhoon","Floods, storm surge warnings still up as 'Uwan' starts exit  https://www.philstar.com/headlines/2025/11/10/2486203/floods-storm-surge-warnings-still-uwan-starts-exit","https://t.me/PHLNews/198506"
"2025-11-10 08:24:32","PHLNews","typhoon","LIST: Resumed trips at PITX amid Typhoon Uwan  https://www.gmanetwork.com/news/topstories/nation/965553/list-resumed-trips-at-pitx-amid-typhoon-uwan/story/","https://t.me/PHLNews/198503"
"2025-11-10 08:23:32","PHLNews","typhoon","Canadian Embassy sympathizes with Uwan victims  https://www.gmanetwork.com/news/topstories/nation/965539/canadian-embassy-sympathizes-with-uwan-victims/story/","https://t.me/PHLNews/198502"
"2025-11-10 08:22:01","PHLNews","typhoon","PCG: 4 ships ran aground after Uwan's onslaught  https://www.philstar.com/headlines/2025/11/10/2486201/pcg-4-ships-ran-aground-after-uwans-onslaught","https://t.me/PHLNews/198501"
"2025-11-10 06:26:22","PHLNews","typhoon","Marcos to agencies: ensure flow of aid for Uwan victims  https://www.gmanetwork.com/news/topstories/nation/965545/marcos-assures-aid-for-uwan-victims/story/","https://t.me/PHLNews/198496"
"2025-11-10 06:24:22","PHLNews","typhoon","Over 197k Meralco users still without power amid Uwan impact  https://www.gmanetwork.com/news/topstories/nation/965529/197k-meralco-users-still-without-power-after-uwan/story/","https://t.me/PHLNews/198494"
"2025-11-10 05:28:09","PHLNews","typhoon","BPO decry DOLE 'inaction' as firms require on-site work during 'Uwan'  https://www.philstar.com/headlines/2025/11/10/2486174/bpo-decry-dole-inaction-firms-require-site-work-during-uwan","https://t.me/PHLNews/198493"
"2025-11-10 05:27:09","PHLNews","typhoon","Over 7,000 passengers stranded in ports after Uwan tears through Luzon  https://www.philstar.com/headlines/2025/11/10/2486167/over-7000-passengers-stranded-ports-after-uwan-tears-through-luzon","https://t.me/PHLNews/198492"
"2025-11-10 05:26:09","PHLNews","typhoon","Signal No. 4 up as 'Uwan' batters Northern Luzon  https://www.philstar.com/weather/2025/11/10/2486165/signal-no-4-uwan-batters-northern-luzon","https://t.me/PHLNews/198491"
"2025-11-10 04:22:27","PHLNews","typhoon","2 dead in Catanduanes, Samar due to Uwan --OCD  https://www.gmanetwork.com/news/topstories/nation/965508/2-dead-in-catanduanes-samar-due-to-uwan-ocd/story/","https://t.me/PHLNews/198490"
